ticker,week,sentiment,count,prop,stock
AMC,4,0.021126760563380278,213,0.17794486215538846,8.63
AMC,5,0.19590463920479476,3184,0.12791772126471415,10.994285714285715
AMC,6,0.2828384267139639,726,0.11006670709520922,6.225714285714286
AMC,7,0.3060223901098901,55,0.05169172932330827,5.581428571428571
AMC,8,0.24329260337363787,98,0.050025523226135786,6.961428571428572
AMC,9,0.521031882664437,147,0.05730994152046784,8.392857142857142
AMC,10,0.4626303517316017,153,0.05900501349787891,9.152857142857142
AMC,11,0.5750058874785345,111,0.07336417713152676,12.585714285714285
AMC,12,0.5255553571428572,50,0.05102040816326531,12.128571428571428
AMC,13,0.6454755555555556,30,0.0395778364116095,10.141428571428571
AMC,14,0.5192833333333333,12,0.031496062992125984,9.79
AMC,15,0.43246488095238095,21,0.036521739130434785,9.281428571428572
AMC,16,0.6407392857142857,15,0.03667481662591687,9.528571428571428
AMC,17,0.6059738888888889,18,0.0410958904109589,10.641428571428571
AMC,18,0.7830416666666666,7,0.022435897435897436,9.5575
AMC,19,0.4507461038961039,25,0.034818941504178275,10.201428571428572
AMC,20,0.47291309523809527,33,0.075,13.15857142857143
AMC,21,0.2791702597402597,35,0.06272401433691756,16.058571285714287
AMC,22,0.6377609965349965,68,0.21794871794871795,27.304001
AMC,23,0.72973,20,0.08733624454148471,42.810001
AMC,24,0.29922437220885734,106,0.10037878787878787,53.8583345
AMC,25,0.522613579098306,67,0.07386990077177508,58.10571328571429
AMC,26,0.6719987179487179,32,0.047128129602356406,55.593334
AMC,27,0.6227421768707483,30,0.06276150627615062,50.11571342857143
AMC,28,0.7150455357142858,36,0.07775377969762419,41.42285657142857
AMC,29,0.351715,13,0.04924242424242424,36.517999200000006
AMC,31,0.1139375,11,0.03942652329749104,33.034999750000004
AMC,32,0.6889416666666667,15,0.03355704697986577,32.610000142857146
AMC,33,0.9745,4,0.032,34.025000500000004
AMC,39,NA,0,0,4.86
AMD,4,0.7146333333333333,12,0.002506265664160401,87.519997
AMD,5,0.41435523148148146,166,0.0017445770976963174,87.25499966666666
AMD,6,0.36379527777777776,106,0.00536871961102107,90.5316685
AMD,7,0.7896046296296296,88,0.024971623155505107,91.72090772727273
AMD,8,0.7055766666666666,44,0.00625177607274794,86.43833416666666
AMD,9,0.7597383333333334,76,0.008097165991902834,83.02500016666667
AMD,10,0.7352,32,0.0034467901766479965,78.04666533333334
AMD,11,0.72534,22,0.004201680672268907,81.350001
AMD,12,0.61917,32,0.008983717012914094,78.25
AMD,13,-0.06429999999999997,12,0.004451038575667656,77.9250005
AMD,14,0.752190625,30,0.023510971786833857,81.82818018181818
AMD,15,0.5332777777777777,40,0.019175455417066157,80.97500216666667
AMD,16,0.8255,10,0.007112375533428165,80.89166683333333
AMD,17,0.7031203703703703,44,0.02756892230576441,84.011668
AMD,18,0.5421222222222222,50,0.04355400696864112,79.47143014285714
AMD,19,0.4060611111111111,46,0.018067556952081697,76.36166516666667
AMD,20,0.7609428571428571,14,0.008883248730964468,75.42666616666666
AMD,21,0.90425,4,0.002008032128514056,77.73333216666667
AMD,22,0.74406,14,0.013618677042801557,80.28857228571428
AMD,23,0.9928,8,0.008733624454148471,81.559998
AMD,24,0.6650033333333334,40,0.010638297872340425,81.5519992
AMD,25,0.7888083333333333,78,0.023722627737226276,84.23166666666667
AMD,26,0.5351080086580087,116,0.046811945117029866,89.50363663636364
AMD,27,0.6250125,32,0.019925280199252802,92.99999863636363
AMD,28,0.9955666666666667,12,0.007100591715976331,89.8083345
AMD,29,0.71654,14,0.015659955257270694,86.36750025
AMD,31,0.5130819444444444,152,0.13620071684587814,113.07749749999999
AMD,32,0.6460075757575757,46,0.02804878048780488,108.07666783333333
AMD,33,NA,0,0,109.52666966666666
AMD,39,NA,0,0,81.769997
AMZN,4,0.8459,1,8.35421888053467e-4,3237.620117
AMZN,5,0.6306283333333333,24,9.642039291310112e-4,3283.5728235714287
AMZN,6,0.70415,14,0.002122498483929654,3319.0142297142856
AMZN,7,0.8889741666666667,11,0.010338345864661654,3288.0942382857143
AMZN,8,0.49715,4,0.002041858090862685,3191.661376714286
AMZN,9,0.4411583333333333,8,0.0031189083820662767,3071.7185408571427
AMZN,10,0.983795,9,0.003470883146934053,3026.772844714286
AMZN,11,0.8629,7,0.004626569729015202,3086.532854142857
AMZN,12,-0.008150000000000046,2,0.0020408163265306124,3086.654296857143
AMZN,13,0.7300666666666666,3,0.00395778364116095,3077.4557405714286
AMZN,14,0.4201666666666667,3,0.007874015748031496,3216.0342842857144
AMZN,15,0.38415,4,0.006956521739130435,3372.5828334285716
AMZN,16,0.9959,1,0.0024449877750611247,3368.0114047142856
AMZN,17,0.70335,8,0.0182648401826484,3396.982805714286
AMZN,18,0.9152166666666667,4,0.01282051282051282,3377.9375
AMZN,19,0.69736,8,0.011142061281337047,3228.9485907142857
AMZN,20,NA,0,0,3235.8356584285716
AMZN,21,0.75925,3,0.005376344086021506,3229.792898857143
AMZN,22,0.4864,2,0.00641025641025641,3222.1860348
AMZN,23,NA,0,0,3349.649902
AMZN,24,0.8675,5,0.004734848484848485,3388.0183511666664
AMZN,25,0.711455,13,0.014332965821389196,3481.8571077142856
AMZN,26,0.20538,5,0.007363770250368188,3428.0132651666668
AMZN,27,0.101625,6,0.012552301255230125,3592.5214142857144
AMZN,28,0.33672083333333336,8,0.017278617710583154,3695.2586147142856
